,h3_9,age_20,age_20_30,age_30_40,age_40_60,age_60,male,female,car_owners,carsharing_user,not_citizen_rf,public_trnsprt_user,healthy_food_inter,salary_1,salary_2,salary_3,salary_4,salary_5
23959,890b0922683ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23960,892d76265afffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
23961,891104d02a7ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
23962,8910b149377ffff,0,2,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0
23963,8911aa44b4bffff,0,0,28,0,0,0,30,0,0,0,0,0,1,0,0,28,0
23964,8911aa711d7ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
23965,892d7320553ffff,0,0,1,5,1,6,1,0,0,6,0,0,7,0,0,0,0
23966,89118125a73ffff,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1
23967,8911048ae33ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23968,89119eca49bffff,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0
23969,8910a58ee63ffff,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0
23970,89110e15963ffff,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
23971,8910b475697ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23972,8911312aebbffff,0,0,4,0,0,0,4,4,4,4,0,0,0,0,0,0,4
23973,89113379eb3ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
23974,8910aa90d13ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23975,89110425363ffff,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
23976,8910f1ad643ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23977,8911aa734d7ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23978,892d73421abffff,0,0,0,1,1,0,2,0,0,1,0,0,1,0,1,0,0
23979,8911ab59017ffff,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
23980,89257165263ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
23981,891106a9a63ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23982,891106a9187ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23983,891115aec53ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
23984,8911046d9a3ffff,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
23985,890bb03080bffff,0,0,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0
23986,891106cc273ffff,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
23987,89118d2c12fffff,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
23988,89110e15937ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23989,8910366545bffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
23990,89110615617ffff,0,0,0,0,8,0,8,0,0,0,0,0,2,6,0,0,0
23991,8910f16517bffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23992,8911aa08bc7ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
23993,89111546c33ffff,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
23994,8911063242bffff,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
23995,8911aa40d8fffff,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
23996,891190669d3ffff,12,0,0,0,0,0,12,0,0,12,0,12,0,0,0,12,0
23997,8911aa60647ffff,0,1,0,1,0,1,1,1,1,2,0,0,0,0,1,0,0
23998,891193588a7ffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
23999,891f73570afffff,0,0,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0
24000,8911aa292cbffff,0,0,0,11,0,11,0,11,11,11,0,0,0,0,0,11,0
24001,892d69b6dabffff,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
24002,891106ae48bffff,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0
24003,8911234d39bffff,0,0,0,0,2,2,0,2,0,2,0,0,2,0,0,0,0
24004,8910167aad3ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24005,8911aa71357ffff,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
24006,8911048a3b7ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
24007,89110601083ffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24008,8910168c573ffff,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
24009,891103cd21bffff,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
24010,89113320c97ffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
24011,8911ab59007ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24012,891106a6c77ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24013,89110470693ffff,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
24014,8911aa79c77ffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
24015,89118e54c73ffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
24016,8911312aeb7ffff,0,0,3,0,0,0,3,3,3,3,0,0,0,0,0,0,3
24017,8911aa61503ffff,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24018,8911061012fffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24019,89110249cb3ffff,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24020,89103509bdbffff,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0
24021,8910f11486fffff,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
24022,8910ab21c4fffff,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
24023,8910f1a8b8fffff,0,0,0,12,0,12,0,0,0,12,0,0,12,0,0,0,0
24024,8911aa09a17ffff,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0
24025,8910368756fffff,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
24026,891106add13ffff,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
24027,891085a286fffff,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
24028,89110609d73ffff,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0
24029,8911aa75e47ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
24030,891181a233bffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24031,89110354403ffff,0,0,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0
24032,89110620c03ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
24033,891f73cdad3ffff,0,0,5,0,0,5,0,0,5,5,0,0,0,0,0,5,0
24034,890a91cd247ffff,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
24035,8910ab35053ffff,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
24036,89316c082b7ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
24037,8911aa7b58fffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
24038,8911aa75203ffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
24039,89110675b8fffff,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
24040,89111385a07ffff,0,0,0,3,0,3,0,3,0,2,0,0,2,0,0,0,0
24041,892d70694afffff,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
24042,89110681b67ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
24043,89113145547ffff,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,2,0
24044,8911336ec23ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24045,8911aa70233ffff,0,0,0,6,0,0,6,6,0,6,0,0,6,0,0,0,0
24046,8911857450fffff,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
24047,891106b9eabffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
24048,890ab480d87ffff,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0
24049,891085a709bffff,0,0,0,23,0,0,23,23,23,0,0,0,23,0,0,0,0
24050,890bb0ac26bffff,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
24051,8910f132c8bffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24052,892d6c3946fffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24053,890b9a39007ffff,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0
24054,89111542e0bffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24055,89118cda007ffff,0,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0
24056,891106051cfffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
24057,89119ecf227ffff,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,2,0
24058,892d729064fffff,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24059,892d4802b8fffff,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0
24060,891106b71b7ffff,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24061,890a9a22087ffff,0,0,0,0,6,0,6,0,0,6,0,0,6,0,0,0,0
24062,89118e19283ffff,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24063,892d55a1dabffff,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
24064,89119265287ffff,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0
24065,8911062ec0bffff,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
24066,891f73cdacfffff,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
24067,891f73cda5bffff,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
24068,89113324033ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
24069,8911060665bffff,0,0,2,0,0,0,2,2,2,0,2,2,0,0,0,0,2
24070,891106a15cbffff,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0
24071,89113371c2bffff,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
24072,8911aa66533ffff,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0
24073,89101609473ffff,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
24074,8911068715bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24075,8911032a427ffff,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0
24076,891104d45cbffff,0,0,0,4,0,4,0,4,2,4,0,0,0,0,2,2,0
24077,8911044de7bffff,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24078,8910d9b6207ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24079,89119ea517bffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24080,8911062aebbffff,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
24081,89316e316cfffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
24082,891165aa977ffff,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
24083,891106ae2cfffff,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0
24084,891106a8a0bffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24085,8911839305bffff,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24086,892121b4b3bffff,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
24087,891106025d3ffff,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1
24088,8910f1acd3bffff,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
24089,8910ac8da5bffff,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
24090,8911aa7a433ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
24091,8911aa518b7ffff,0,0,18,0,0,18,0,18,18,0,0,18,0,0,0,0,18
24092,89110470e73ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
24093,8910a81182fffff,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,0,48
24094,89119eda107ffff,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
24095,8910e31b6b3ffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
24096,891106a89c3ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24097,89102315cdbffff,0,0,0,5,0,5,0,5,0,0,0,0,5,0,0,0,0
24098,89110615a33ffff,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0
24099,8911aa6adb7ffff,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
24100,891106ac853ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
24101,8910aa51b67ffff,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0
24102,89110e060d7ffff,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2
24103,8910216d117ffff,0,0,0,14,0,0,14,14,14,0,0,0,0,0,14,0,0
24104,89110256177ffff,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0
24105,89110615b93ffff,0,0,0,2,0,1,1,1,1,1,0,1,0,0,0,0,2
24106,892d44c014bffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24107,891189b0d47ffff,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
24108,8911060706fffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24109,892d7288bc7ffff,0,0,0,4,0,2,2,2,0,4,0,0,4,0,0,0,0
24110,891131400a3ffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
24111,89119ec6d97ffff,0,0,0,0,20,20,0,0,0,0,0,0,20,0,0,0,0
24112,890b3430c3bffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
24113,8910a070437ffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
24114,8910a810177ffff,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
24115,89118e91577ffff,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0
24116,89110448c07ffff,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
24117,892d442e6d7ffff,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
24118,8910349682bffff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24119,8910f62469bffff,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
24120,8911a965b77ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
24121,8911060ee0bffff,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
24122,89108e7a947ffff,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
24123,891106cd1a7ffff,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
24124,8911917b2d7ffff,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24125,8911312d22fffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24126,8910dc93657ffff,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4
24127,892d568ce5bffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24128,8911312b057ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
24129,892122246b7ffff,0,0,0,8,0,8,0,0,0,0,0,0,0,8,0,0,0
24130,8911920db63ffff,0,0,25,0,0,25,0,0,0,25,0,0,25,0,0,0,0
24131,891181a4073ffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24132,891133b6913ffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24133,8911030dd17ffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
24134,89109d263c3ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
24135,891106b1963ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
24136,89111099883ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
24137,8910dc930afffff,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24138,8911aa0d07bffff,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
24139,89111542e23ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
24140,89110676b2fffff,0,0,2,1,0,1,2,0,0,1,0,0,0,2,1,0,0
24141,892d4421b97ffff,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24142,8911060d007ffff,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0
24143,89111596ca7ffff,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0
24144,892160c362bffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24145,8911aa67333ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
24146,89108e4cb0bffff,0,0,0,3,0,2,1,2,0,3,0,0,1,0,0,0,2
24147,89113217583ffff,0,0,0,13,0,13,0,13,0,13,0,0,0,0,0,0,0
24148,891f7220e47ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24149,891081d714bffff,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
24150,892141984a3ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
24151,89111542ec3ffff,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0
24152,89110672413ffff,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
24153,891f4651abbffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24154,89113179e73ffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24155,890b96a52abffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
24156,8910c22986fffff,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24157,89316dca583ffff,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
24158,8911045850fffff,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
24159,891f73532c3ffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24160,8911061a56fffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
24161,891181a6d6bffff,0,0,0,49,0,49,0,49,0,0,0,0,0,0,0,0,0
24162,8910d1219b7ffff,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
24163,890b96a5b43ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
24164,891106a0d67ffff,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0
24165,8911aa745d7ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24166,892d45829b7ffff,0,0,0,0,4,0,4,4,0,0,0,0,0,4,0,0,0
24167,8911061a18fffff,0,0,2,0,4,6,0,0,0,2,0,0,4,0,0,0,0
24168,89118125a4bffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
24169,8911060734bffff,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24170,891106ba34bffff,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
24171,89110644077ffff,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,3
24172,89110499d57ffff,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
24173,890b9445a83ffff,0,0,0,28,0,28,0,0,0,28,0,0,0,0,0,0,0
24174,8910a8024d3ffff,0,0,0,3,0,3,0,3,0,3,0,0,0,3,0,0,0
24175,89110670ccbffff,0,0,0,1,1,1,1,0,0,2,0,0,1,0,0,0,1
24176,8911366c14bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
24177,8911936eddbffff,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0
24178,892d6caea93ffff,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
24179,891106236b7ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24180,891181b516fffff,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
24181,8910a50dd27ffff,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0
24182,890a9a22173ffff,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
24183,891106aa317ffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
24184,8911aa7b207ffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24185,89110455b37ffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
24186,8910f132153ffff,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
24187,8911312ae8bffff,0,0,3,0,0,0,3,3,3,3,0,0,0,0,0,0,3
24188,89110611eb3ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
24189,8911aa45ba7ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24190,8911a128347ffff,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0
24191,8911337a337ffff,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
24192,891f7352b27ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
24193,8911818b5abffff,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
24194,8911312d543ffff,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
24195,8910d9a6ccbffff,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
24196,89110611897ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
24197,89110605c37ffff,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0
24198,8910f1ac99bffff,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0
24199,89118cd16b7ffff,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0
24200,89111598293ffff,0,2,1,0,0,2,1,1,0,2,0,0,0,0,1,2,0
24201,8911aa794a7ffff,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
24202,8911aa71b63ffff,0,0,23,0,0,23,0,23,0,0,0,0,0,0,0,23,0
24203,8911aa66527ffff,0,0,0,27,0,27,0,27,27,27,0,0,0,0,0,27,0
24204,89110607637ffff,0,0,4,0,0,4,0,1,0,4,0,0,0,0,1,0,0
24205,89110452117ffff,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
24206,8911aa6269bffff,0,7,0,0,0,0,7,7,7,7,7,0,0,0,7,0,0
24207,89110356207ffff,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
24208,89111cced2bffff,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
24209,891106a239bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24210,890bb03764fffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
24211,89110618667ffff,0,0,1,0,1,1,1,2,0,1,0,0,1,0,0,0,1
24212,892d71ba127ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
24213,8910a810a17ffff,0,0,0,6,0,6,0,6,0,6,0,0,0,6,0,0,0
24214,8911aa8d68bffff,0,8,0,0,0,0,8,8,8,0,0,0,0,8,0,0,0
24215,8911062aea7ffff,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
24216,891106c1a1bffff,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
24217,892d68c9a47ffff,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
24218,890bb022217ffff,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0
24219,8910ab2200fffff,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
24220,8910a9d9993ffff,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
24221,8911034141bffff,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
24222,8910f1ae993ffff,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0
24223,89110604b4bffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24224,89110609d63ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
24225,890bb0ac0b3ffff,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0
24226,891193365cfffff,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
24227,8910f0a6373ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24228,8911a4ad50fffff,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0
24229,8911332692fffff,0,0,0,2,0,2,0,2,0,2,0,0,2,0,0,0,0
24230,8910ab21ea7ffff,0,0,0,0,18,0,18,18,0,0,0,0,18,0,0,0,0
24231,891f73cdbc3ffff,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
24232,8910c6d6d9bffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24233,8910f1323b3ffff,15,0,0,0,0,0,15,15,0,15,15,0,0,0,0,0,0
24234,891106c4857ffff,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
24235,8911060ae13ffff,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24236,89110623297ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24237,890b9a0e923ffff,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
24238,890b9a744cbffff,0,0,0,8,0,0,8,0,0,0,0,0,8,0,0,0,0
24239,892d55629cfffff,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
24240,8911aa61293ffff,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
24241,8911063254fffff,0,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,0
24242,8910d26828bffff,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
24243,8910330146fffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24244,891106313afffff,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
24245,8910f132d63ffff,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0
24246,890b7648143ffff,0,0,9,0,0,9,0,9,9,0,0,0,0,0,0,0,9
24247,89118c41227ffff,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0
24248,89110653453ffff,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
24249,89110622edbffff,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
24250,8921419980fffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24251,89110623093ffff,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24252,891104d44b7ffff,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
24253,8910decc913ffff,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
24254,8910b14933bffff,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
24255,890a91cd047ffff,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
24256,891106aa3b3ffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
